JobID,Title,ExperienceLevel,YearsOfExperience,Skills,Responsibilities,Keywords,text,clean
NET-E-011,.NET Developer,Experienced,3+,C#; .NET Core; ASP.NET MVC; SQL Server; Entity Framework; REST APIs; Docker; Azure,Design and develop advanced .NET applications; Implement microservices with ASP.NET Core; Manage SQL Server database performance; Develop REST APIs; Deploy applications using Docker; Integrate with Azure cloud services,.NET Core; C#; ASP.NET MVC; Microservices; Azure; Entity Framework; REST APIs; Docker,.NET Developer C#; .NET Core; ASP.NET MVC; SQL Server; Entity Framework; REST APIs; Docker; Azure Design and develop advanced .NET applications; Implement microservices with ASP.NET Core; Manage SQL Server database performance; Develop REST APIs; Deploy applications using Docker; Integrate with Azure cloud services .NET Core; C#; ASP.NET MVC; Microservices; Azure; Entity Framework; REST APIs; Docker,net developer c net core asp net mvc sql server entity framework rest apis docker azure design develop advanced net application implement microservice asp net core manage sql server database performance develop rest apis deploy application docker integrate azure cloud service net core c asp net mvc microservice azure entity framework rest apis docker
NET-E-012,.NET Developer,Experienced,4+,C#; ASP.NET Core; SQL Server; Entity Framework; Design Patterns; SOLID Principles; Azure DevOps,Architect scalable .NET Core solutions; Implement design patterns in projects; Lead database optimization efforts; Manage CI/CD pipelines with Azure DevOps; Collaborate with cross-functional teams,.NET Core; C#; ASP.NET MVC; SOLID; Azure DevOps; Entity Framework,.NET Developer C#; ASP.NET Core; SQL Server; Entity Framework; Design Patterns; SOLID Principles; Azure DevOps Architect scalable .NET Core solutions; Implement design patterns in projects; Lead database optimization efforts; Manage CI/CD pipelines with Azure DevOps; Collaborate with cross-functional teams .NET Core; C#; ASP.NET MVC; SOLID; Azure DevOps; Entity Framework,net developer c asp net core sql server entity framework design pattern solid principle azure devop architect scalable net core solution implement design pattern project lead database optimization effort manage ci cd pipeline azure devop collaborate cross functional team net core c asp net mvc solid azure devop entity framework
NET-E-013,.NET Developer,Experienced,5+,C#; F#; .NET Core; ASP.NET MVC; Microservices; Docker; Kubernetes; Azure,Develop microservices architecture; Work with Docker and Kubernetes for deployment; Integrate with Azure services; Lead junior developers; Optimize application performance,.NET Core; C#; Microservices; Docker; Kubernetes; Azure,.NET Developer C#; F#; .NET Core; ASP.NET MVC; Microservices; Docker; Kubernetes; Azure Develop microservices architecture; Work with Docker and Kubernetes for deployment; Integrate with Azure services; Lead junior developers; Optimize application performance .NET Core; C#; Microservices; Docker; Kubernetes; Azure,net developer c f net core asp net mvc microservice docker kubernete azure develop microservice architecture work docker kubernete deployment integrate azure service lead junior developer optimize application performance net core c microservice docker kubernete azure
NET-E-014,.NET Developer,Experienced,3+,C#; ASP.NET Core; WebAPI; SignalR; SQL Server; NoSQL; Entity Framework,Develop RESTful APIs and real-time apps; Implement SignalR for live communication; Work with SQL Server and NoSQL databases; Lead module development; Ensure application scalability,.NET Core; C#; ASP.NET MVC; WebAPI; SignalR; Entity Framework,.NET Developer C#; ASP.NET Core; WebAPI; SignalR; SQL Server; NoSQL; Entity Framework Develop RESTful APIs and real-time apps; Implement SignalR for live communication; Work with SQL Server and NoSQL databases; Lead module development; Ensure application scalability .NET Core; C#; ASP.NET MVC; WebAPI; SignalR; Entity Framework,net developer c asp net core webapi signalr sql server nosql entity framework develop restful apis real time app implement signalr live communication work sql server nosql database lead module development ensure application scalability net core c asp net mvc webapi signalr entity framework
NET-E-015,.NET Developer,Experienced,5+,C#; .NET Core; ASP.NET MVC; Blazor; Angular; SQL Server; Dapper,Develop front-end with Blazor/Angular; Implement repository pattern with Dapper; Optimize SQL Server queries; Enhance UI/UX for applications; Mentor junior team members,.NET Core; C#; ASP.NET MVC; Blazor; Angular; SQL Server; Dapper,.NET Developer C#; .NET Core; ASP.NET MVC; Blazor; Angular; SQL Server; Dapper Develop front-end with Blazor/Angular; Implement repository pattern with Dapper; Optimize SQL Server queries; Enhance UI/UX for applications; Mentor junior team members .NET Core; C#; ASP.NET MVC; Blazor; Angular; SQL Server; Dapper,net developer c net core asp net mvc blazor angular sql server dapper develop end blazor angular implement repository pattern dapper optimize sql server query enhance ui ux application mentor junior team member net core c asp net mvc blazor angular sql server dapper
NET-E-016,.NET Developer,Experienced,4+,C#; .NET Core; ASP.NET MVC; REST APIs; Docker; Azure DevOps; Testing with NUnit,Develop and maintain microservices; Create CI/CD pipelines; Ensure testing coverage with NUnit; Deploy apps with Docker; Collaborate with QA team,.NET Core; C#; ASP.NET MVC; REST APIs; Docker; Azure DevOps; NUnit,.NET Developer C#; .NET Core; ASP.NET MVC; REST APIs; Docker; Azure DevOps; Testing with NUnit Develop and maintain microservices; Create CI/CD pipelines; Ensure testing coverage with NUnit; Deploy apps with Docker; Collaborate with QA team .NET Core; C#; ASP.NET MVC; REST APIs; Docker; Azure DevOps; NUnit,net developer c net core asp net mvc rest apis docker azure devop testing nunit develop maintain microservice create ci cd pipeline ensure test coverage nunit deploy app docker collaborate qa team net core c asp net mvc rest apis docker azure devop nunit
NET-E-017,.NET Developer,Experienced,3+,C#; ASP.NET Core; WebAPI; gRPC; SQL Server; Azure,Build RESTful and gRPC APIs; Integrate services with Azure; Design database schemas; Monitor system performance; Provide technical leadership,.NET Core; C#; WebAPI; gRPC; SQL Server; Azure,.NET Developer C#; ASP.NET Core; WebAPI; gRPC; SQL Server; Azure Build RESTful and gRPC APIs; Integrate services with Azure; Design database schemas; Monitor system performance; Provide technical leadership .NET Core; C#; WebAPI; gRPC; SQL Server; Azure,net developer c asp net core webapi grpc sql server azure build restful grpc apis integrate service azure design database schemas monitor system performance provide technical leadership net core c webapi grpc sql server azure
NET-E-018,.NET Developer,Experienced,5+,C#; ASP.NET Core; Microservices; Kubernetes; Entity Framework; Azure; SOLID Principles,Design and manage microservices architecture; Deploy apps on Kubernetes clusters; Ensure best practices with SOLID principles; Lead development sprints; Coordinate with product teams,.NET Core; C#; Microservices; Kubernetes; Entity Framework; Azure; SOLID,.NET Developer C#; ASP.NET Core; Microservices; Kubernetes; Entity Framework; Azure; SOLID Principles Design and manage microservices architecture; Deploy apps on Kubernetes clusters; Ensure best practices with SOLID principles; Lead development sprints; Coordinate with product teams .NET Core; C#; Microservices; Kubernetes; Entity Framework; Azure; SOLID,net developer c asp net core microservice kubernete entity framework azure solid principle design manage microservice architecture deploy app kubernete cluster ensure good practice solid principle lead development sprint coordinate product team net core c microservice kubernete entity framework azure solid
NET-E-019,.NET Developer,Experienced,4+,C#; .NET Core; ASP.NET MVC; Testing with xUnit; Moq; Azure,Implement automated unit tests; Use Moq for dependency testing; Develop scalable apps in .NET Core; Lead code review sessions; Optimize app performance,.NET Core; C#; ASP.NET MVC; xUnit; Moq; Azure,.NET Developer C#; .NET Core; ASP.NET MVC; Testing with xUnit; Moq; Azure Implement automated unit tests; Use Moq for dependency testing; Develop scalable apps in .NET Core; Lead code review sessions; Optimize app performance .NET Core; C#; ASP.NET MVC; xUnit; Moq; Azure,net developer c net core asp net mvc testing xunit moq azure implement automate unit test use moq dependency testing develop scalable app net core lead code review session optimize app performance net core c asp net mvc xunit moq azure
NET-E-020,.NET Developer,Experienced,5+,C#; .NET Core; ASP.NET MVC; CI/CD; Azure DevOps; Docker; Kubernetes; REST APIs,Lead CI/CD setup in Azure DevOps; Deploy services with Docker/Kubernetes; Architect scalable .NET applications; Coordinate with cross-functional teams; Mentor juniors,.NET Core; C#; ASP.NET MVC; CI/CD; Azure DevOps; Docker; Kubernetes; REST APIs,.NET Developer C#; .NET Core; ASP.NET MVC; CI/CD; Azure DevOps; Docker; Kubernetes; REST APIs Lead CI/CD setup in Azure DevOps; Deploy services with Docker/Kubernetes; Architect scalable .NET applications; Coordinate with cross-functional teams; Mentor juniors .NET Core; C#; ASP.NET MVC; CI/CD; Azure DevOps; Docker; Kubernetes; REST APIs,net developer c net core asp net mvc ci cd azure devop docker kubernete rest apis lead ci cd setup azure devop deploy service docker kubernete architect scalable net application coordinate cross functional team mentor junior net core c asp net mvc ci cd azure devop docker kubernete rest apis
AI001,AI Engineer - Fresher,Entry-Level,0–1 year,Python; Java; C++; R; Supervised/Unsupervised Learning; Regression; Classification; Clustering; TensorFlow; PyTorch; Keras; Scikit-learn; Neural Networks; OpenCV; NLTK; Pandas; NumPy; SQL; MongoDB; NoSQL,Assist in developing AI models; Preprocess data; Implement basic ML algorithms; Participate in hackathons and academic projects,AI; ML; Fresher; Entry-Level; Python; Deep Learning; TensorFlow; PyTorch,AI Engineer - Fresher Python; Java; C++; R; Supervised/Unsupervised Learning; Regression; Classification; Clustering; TensorFlow; PyTorch; Keras; Scikit-learn; Neural Networks; OpenCV; NLTK; Pandas; NumPy; SQL; MongoDB; NoSQL Assist in developing AI models; Preprocess data; Implement basic ML algorithms; Participate in hackathons and academic projects AI; ML; Fresher; Entry-Level; Python; Deep Learning; TensorFlow; PyTorch,ai engineer fresher python java c r supervise unsupervised learn regression classification cluster tensorflow pytorch keras scikit learn neural network opencv nltk panda numpy sql mongodb nosql assist develop ai model preprocess datum implement basic ml algorithm participate hackathon academic project ai ml fresher entry level python deep learn tensorflow pytorch
AI002,AI Engineer - Fresher,Entry-Level,0–1 year,Python; Java; C++; R; Classification; Regression; Clustering; TensorFlow; PyTorch; Keras; Scikit-learn; Neural Networks; OpenCV; NLTK; Pandas; NumPy; SQL; MongoDB,Build simple AI models; Preprocess datasets; Implement basic ML pipelines; Work collaboratively on projects,AI; ML; Fresher; Entry-Level; Python; TensorFlow; PyTorch,AI Engineer - Fresher Python; Java; C++; R; Classification; Regression; Clustering; TensorFlow; PyTorch; Keras; Scikit-learn; Neural Networks; OpenCV; NLTK; Pandas; NumPy; SQL; MongoDB Build simple AI models; Preprocess datasets; Implement basic ML pipelines; Work collaboratively on projects AI; ML; Fresher; Entry-Level; Python; TensorFlow; PyTorch,ai engineer fresher python java c r classification regression cluster tensorflow pytorch keras scikit learn neural network opencv nltk panda numpy sql mongodb build simple ai model preprocess dataset implement basic ml pipeline work collaboratively project ai ml fresher entry level python tensorflow pytorch
AI003,AI Engineer - Fresher,Entry-Level,0–1 year,Python; Java; C++; R; Supervised/Unsupervised Learning; Regression; Classification; Clustering; TensorFlow; PyTorch; Keras; Scikit-learn; Neural Networks; OpenCV; NLTK; Pandas; NumPy; SQL; MongoDB,Support AI development; Create and test ML models; Perform data preprocessing and feature engineering; Collaborate with mentors,AI; ML; Fresher; Entry-Level; Python; Deep Learning; TensorFlow; PyTorch,AI Engineer - Fresher Python; Java; C++; R; Supervised/Unsupervised Learning; Regression; Classification; Clustering; TensorFlow; PyTorch; Keras; Scikit-learn; Neural Networks; OpenCV; NLTK; Pandas; NumPy; SQL; MongoDB Support AI development; Create and test ML models; Perform data preprocessing and feature engineering; Collaborate with mentors AI; ML; Fresher; Entry-Level; Python; Deep Learning; TensorFlow; PyTorch,ai engineer fresher python java c r supervise unsupervised learn regression classification cluster tensorflow pytorch keras scikit learn neural network opencv nltk panda numpy sql mongodb support ai development create test ml model perform datum preprocessing feature engineering collaborate mentor ai ml fresher entry level python deep learn tensorflow pytorch
AI004,AI Engineer - Fresher,Entry-Level,0–1 year,Python; Java; C++; R; Classification; Regression; Clustering; TensorFlow; PyTorch; Keras; Scikit-learn; Neural Networks; OpenCV; NLTK; Pandas; NumPy; SQL; MongoDB,Implement basic AI/ML models; Assist with data preprocessing and visualization; Participate in small projects or hackathons,AI; ML; Fresher; Entry-Level; Python; TensorFlow; PyTorch,AI Engineer - Fresher Python; Java; C++; R; Classification; Regression; Clustering; TensorFlow; PyTorch; Keras; Scikit-learn; Neural Networks; OpenCV; NLTK; Pandas; NumPy; SQL; MongoDB Implement basic AI/ML models; Assist with data preprocessing and visualization; Participate in small projects or hackathons AI; ML; Fresher; Entry-Level; Python; TensorFlow; PyTorch,ai engineer fresher python java c r classification regression cluster tensorflow pytorch keras scikit learn neural network opencv nltk panda numpy sql mongodb implement basic ai ml model assist datum preprocessing visualization participate small project hackathon ai ml fresher entry level python tensorflow pytorch
AI005,AI Engineer - Fresher,Entry-Level,0–1 year,Python; Java; C++; R; Supervised/Unsupervised Learning; Regression; Classification; Clustering; TensorFlow; PyTorch; Keras; Scikit-learn; Neural Networks; OpenCV; NLTK; Pandas; NumPy; SQL; MongoDB,Assist in AI model development; Data cleaning; Implement basic neural networks; Collaborate on academic or hackathon projects,AI; ML; Fresher; Entry-Level; Python; TensorFlow; Deep Learning,AI Engineer - Fresher Python; Java; C++; R; Supervised/Unsupervised Learning; Regression; Classification; Clustering; TensorFlow; PyTorch; Keras; Scikit-learn; Neural Networks; OpenCV; NLTK; Pandas; NumPy; SQL; MongoDB Assist in AI model development; Data cleaning; Implement basic neural networks; Collaborate on academic or hackathon projects AI; ML; Fresher; Entry-Level; Python; TensorFlow; Deep Learning,ai engineer fresher python java c r supervise unsupervised learn regression classification cluster tensorflow pytorch keras scikit learn neural network opencv nltk panda numpy sql mongodb assist ai model development datum cleaning implement basic neural network collaborate academic hackathon project ai ml fresher entry level python tensorflow deep learning
AI006,AI Engineer - Fresher,Entry-Level,0–1 year,Python; Java; C++; R; Classification; Regression; Clustering; TensorFlow; PyTorch; Keras; Scikit-learn; Neural Networks; OpenCV; NLTK; Pandas; NumPy; SQL; MongoDB,Build and train basic AI models; Preprocess datasets; Implement feature engineering techniques; Collaborate in small teams,AI; ML; Fresher; Entry-Level; Python; TensorFlow; PyTorch,AI Engineer - Fresher Python; Java; C++; R; Classification; Regression; Clustering; TensorFlow; PyTorch; Keras; Scikit-learn; Neural Networks; OpenCV; NLTK; Pandas; NumPy; SQL; MongoDB Build and train basic AI models; Preprocess datasets; Implement feature engineering techniques; Collaborate in small teams AI; ML; Fresher; Entry-Level; Python; TensorFlow; PyTorch,ai engineer fresher python java c r classification regression cluster tensorflow pytorch keras scikit learn neural network opencv nltk panda numpy sql mongodb build train basic ai model preprocess dataset implement feature engineering technique collaborate small team ai ml fresher entry level python tensorflow pytorch
AI007,AI Engineer - Fresher,Entry-Level,0–1 year,Python; Java; C++; R; Supervised/Unsupervised Learning; Regression; Classification; Clustering; TensorFlow; PyTorch; Keras; Scikit-learn; Neural Networks; OpenCV; NLTK; Pandas; NumPy; SQL; MongoDB,Assist in developing AI pipelines; Train basic ML/DL models; Preprocess data; Participate in hackathons or academic projects,AI; ML; Fresher; Entry-Level; Python; TensorFlow; Deep Learning,AI Engineer - Fresher Python; Java; C++; R; Supervised/Unsupervised Learning; Regression; Classification; Clustering; TensorFlow; PyTorch; Keras; Scikit-learn; Neural Networks; OpenCV; NLTK; Pandas; NumPy; SQL; MongoDB Assist in developing AI pipelines; Train basic ML/DL models; Preprocess data; Participate in hackathons or academic projects AI; ML; Fresher; Entry-Level; Python; TensorFlow; Deep Learning,ai engineer fresher python java c r supervise unsupervised learn regression classification cluster tensorflow pytorch keras scikit learn neural network opencv nltk panda numpy sql mongodb assist develop ai pipeline train basic ml dl model preprocess datum participate hackathon academic project ai ml fresher entry level python tensorflow deep learning
AI008,AI Engineer - Fresher,Entry-Level,0–1 year,Python; Java; C++; R; Classification; Regression; Clustering; TensorFlow; PyTorch; Keras; Scikit-learn; Neural Networks; OpenCV; NLTK; Pandas; NumPy; SQL; MongoDB,"Implement and test ML/AI models; Clean and preprocess data; Contribute to academic, hobby, or hackathon projects",AI; ML; Fresher; Entry-Level; Python; TensorFlow; PyTorch,"AI Engineer - Fresher Python; Java; C++; R; Classification; Regression; Clustering; TensorFlow; PyTorch; Keras; Scikit-learn; Neural Networks; OpenCV; NLTK; Pandas; NumPy; SQL; MongoDB Implement and test ML/AI models; Clean and preprocess data; Contribute to academic, hobby, or hackathon projects AI; ML; Fresher; Entry-Level; Python; TensorFlow; PyTorch",ai engineer fresher python java c r classification regression cluster tensorflow pytorch keras scikit learn neural network opencv nltk panda numpy sql mongodb implement test ml ai model clean preprocess datum contribute academic hobby hackathon project ai ml fresher entry level python tensorflow pytorch
AI009,AI Engineer - Fresher,Entry-Level,0–1 year,Python; Java; C++; R; Supervised/Unsupervised Learning; Regression; Classification; Clustering; TensorFlow; PyTorch; Keras; Scikit-learn; Neural Networks; OpenCV; NLTK; Pandas; NumPy; SQL; MongoDB,Support development of AI projects; Preprocess datasets; Build basic ML/DL models; Participate in collaborative projects and hackathons,AI; ML; Fresher; Entry-Level; Python; TensorFlow; Deep Learning,AI Engineer - Fresher Python; Java; C++; R; Supervised/Unsupervised Learning; Regression; Classification; Clustering; TensorFlow; PyTorch; Keras; Scikit-learn; Neural Networks; OpenCV; NLTK; Pandas; NumPy; SQL; MongoDB Support development of AI projects; Preprocess datasets; Build basic ML/DL models; Participate in collaborative projects and hackathons AI; ML; Fresher; Entry-Level; Python; TensorFlow; Deep Learning,ai engineer fresher python java c r supervise unsupervised learn regression classification cluster tensorflow pytorch keras scikit learn neural network opencv nltk panda numpy sql mongodb support development ai project preprocess dataset build basic ml dl model participate collaborative project hackathon ai ml fresher entry level python tensorflow deep learning
AI010,AI Engineer - Experienced,Mid-Senior Level,3–6 years,Python; Java; C++; R; Deep Learning; Reinforcement Learning; NLP; Computer Vision; Generative AI; LLMs; TensorFlow; PyTorch; Scikit-learn; Hugging Face Transformers; ONNX; AWS; GCP; Azure; CI/CD; MLOps; Apache Spark; Hadoop; Docker; Kubernetes; Model Monitoring; SHAP; LIME,Architect and deploy scalable AI models; Optimize deep learning and NLP pipelines; Integrate AI solutions with cloud platforms; Lead AI projects,AI; ML; Mid-Senior Level; Deep Learning; NLP; Cloud; MLOps; TensorFlow; PyTorch,AI Engineer - Experienced Python; Java; C++; R; Deep Learning; Reinforcement Learning; NLP; Computer Vision; Generative AI; LLMs; TensorFlow; PyTorch; Scikit-learn; Hugging Face Transformers; ONNX; AWS; GCP; Azure; CI/CD; MLOps; Apache Spark; Hadoop; Docker; Kubernetes; Model Monitoring; SHAP; LIME Architect and deploy scalable AI models; Optimize deep learning and NLP pipelines; Integrate AI solutions with cloud platforms; Lead AI projects AI; ML; Mid-Senior Level; Deep Learning; NLP; Cloud; MLOps; TensorFlow; PyTorch,ai engineer experience python java c r deep learning reinforcement learn nlp computer vision generative ai llms tensorflow pytorch scikit learn hug face transformer onnx aw gcp azure ci cd mlop apache spark hadoop docker kubernete model monitor shap lime architect deploy scalable ai model optimize deep learning nlp pipeline integrate ai solution cloud platform lead ai project ai ml mid senior level deep learning nlp cloud mlop tensorflow pytorch
AI011,AI Engineer - Experienced,Senior-Level,4–7 years,Python; Java; C++; R; Deep Learning; NLP; Computer Vision; Generative AI; LLMs; TensorFlow; PyTorch; Scikit-learn; Hugging Face Transformers; ONNX; AWS; GCP; Azure; CI/CD; MLOps; Spark; Hadoop; Docker; Kubernetes; Model Monitoring; SHAP; LIME,"Design, implement, and deploy advanced AI solutions; Lead teams; Ensure cloud integration; Manage MLOps pipelines",AI; ML; Senior-Level; Deep Learning; NLP; Cloud; MLOps,"AI Engineer - Experienced Python; Java; C++; R; Deep Learning; NLP; Computer Vision; Generative AI; LLMs; TensorFlow; PyTorch; Scikit-learn; Hugging Face Transformers; ONNX; AWS; GCP; Azure; CI/CD; MLOps; Spark; Hadoop; Docker; Kubernetes; Model Monitoring; SHAP; LIME Design, implement, and deploy advanced AI solutions; Lead teams; Ensure cloud integration; Manage MLOps pipelines AI; ML; Senior-Level; Deep Learning; NLP; Cloud; MLOps",ai engineer experience python java c r deep learn nlp computer vision generative ai llms tensorflow pytorch scikit learn hug face transformer onnx aw gcp azure ci cd mlop spark hadoop docker kubernete model monitor shap lime design implement deploy advanced ai solution lead team ensure cloud integration manage mlop pipeline ai ml senior level deep learning nlp cloud mlop
